temperature_2m,relative_humidity_2m,wind_speed_10m,precipitation,surface_pressure,month,hour,heating_season,temp_x_wind,pm2_5
-12.7,62,7.8,0.0,868.0,2,15,1,-99.05999999999999,9.3
-13.7,61,5.7,0.0,861.4,2,2,1,-78.09,29.5
3.8,57,1.0,0.0,883.0,10,9,0,3.8,13.5
-21.0,87,1.8,0.0,864.1,1,2,1,-37.800000000000004,61.9
1.4,42,8.5,0.0,863.8,4,0,0,11.899999999999999,46.0
-6.3,65,3.7,0.0,886.1,10,5,0,-23.31,9.2
15.3,48,3.3,0.0,860.7,6,0,0,50.49,6.5
11.8,35,11.7,0.0,870.0,3,13,1,138.06,5.2
-16.3,71,4.6,0.0,873.5,12,16,1,-74.98,4.7
18.3,54,5.0,0.0,872.8,7,21,0,91.5,11.5
-8.4,51,9.9,0.0,865.3,11,0,1,-83.16000000000001,17.3
4.6,40,9.0,0.0,874.9,10,16,0,41.4,3.5
-15.4,79,9.9,0.0,877.1,12,11,1,-152.46,52.4
4.7,77,4.1,0.3,864.8,5,22,0,19.27,14.1
-4.6,80,7.7,0.0,875.0,3,18,1,-35.419999999999995,3.3
-18.9,71,5.8,0.0,885.0,12,12,1,-109.61999999999999,31.0
5.1,82,4.3,0.0,873.3,8,3,0,21.929999999999996,13.1
-5.9,70,3.4,0.0,863.1,3,17,1,-20.060000000000002,8.4
12.5,100,1.1,0.0,865.0,8,5,0,13.750000000000002,10.4
-3.0,63,0.4,0.0,870.4,3,12,1,-1.2000000000000002,25.0
8.8,70,8.7,0.0,865.2,9,2,0,76.56,7.2
15.9,56,6.8,0.0,869.5,8,12,0,108.12,2.1
-16.1,56,6.2,0.0,869.8,12,5,1,-99.82000000000001,34.5
0.4,52,7.6,0.0,873.2,5,0,0,3.04,9.7
20.3,53,7.0,0.0,865.6,8,23,0,142.1,13.2
13.1,35,22.2,0.0,869.0,9,17,0,290.82,1.4
-17.7,77,3.3,0.1,878.5,12,1,1,-58.41,58.9
20.5,37,19.1,0.0,871.0,8,15,0,391.55,2.6
8.5,65,9.1,0.0,867.0,9,8,0,77.35,14.9
-2.8,43,7.6,0.0,875.6,10,8,0,-21.279999999999998,12.1
22.6,41,17.1,0.3,865.6,6,15,0,386.46000000000004,6.8
28.8,19,10.6,0.0,864.5,6,18,0,305.28,5.8
-2.6,51,5.4,0.0,871.5,11,19,1,-14.040000000000001,35.4
-11.0,52,4.3,0.0,868.3,1,14,1,-47.3,20.1
15.4,83,5.4,0.3,864.3,7,4,0,83.16000000000001,11.1
-6.8,73,6.4,0.0,868.0,11,14,1,-43.52,7.3
-2.5,40,4.3,0.0,869.9,4,6,0,-10.75,16.0
-16.9,64,2.6,0.0,875.5,12,11,1,-43.94,27.8
3.0,76,8.5,0.0,879.9,10,13,0,25.5,7.5
22.0,17,14.9,0.0,866.7,5,16,0,327.8,1.5
19.1,69,9.1,0.0,868.8,8,20,0,173.81,4.9
-19.4,69,9.2,0.0,856.7,1,4,1,-178.47999999999996,28.4
7.8,29,14.4,0.0,868.5,4,17,0,112.32,1.3
6.4,100,5.8,0.0,869.0,5,2,0,37.12,22.0
-6.1,54,4.5,0.0,864.7,3,6,1,-27.45,18.6
0.1,80,5.6,0.0,868.7,10,23,0,0.5599999999999999,21.9
22.7,51,4.1,0.0,866.4,7,17,0,93.07,10.4
14.6,92,2.3,0.1,871.4,8,20,0,33.58,14.0
-14.5,86,4.4,0.0,873.5,2,2,1,-63.800000000000004,45.2
-19.9,77,9.3,0.0,866.5,12,6,1,-185.07,16.9
-17.8,85,4.7,0.0,870.7,11,1,1,-83.66000000000001,14.0
14.7,36,11.7,0.0,873.5,5,19,0,171.98999999999998,10.4
-17.3,80,3.3,0.1,876.9,12,4,1,-57.089999999999996,40.7
-3.2,62,0.7,0.0,879.9,10,10,0,-2.2399999999999998,5.5
20.8,57,3.5,0.0,869.0,7,21,0,72.8,2.7
25.8,36,9.0,0.0,867.1,8,17,0,232.20000000000002,2.9
-10.7,79,3.6,0.0,878.3,1,15,1,-38.519999999999996,19.0
15.7,33,7.3,0.0,867.8,9,11,0,114.60999999999999,4.0
-21.6,79,6.7,0.0,880.1,12,0,1,-144.72000000000003,14.7
7.7,91,2.6,0.0,859.8,5,5,0,20.02,12.3
-12.7,72,7.5,0.0,873.7,1,14,1,-95.25,23.4
-21.7,74,9.7,0.0,866.8,12,9,1,-210.48999999999998,20.5
-3.9,60,4.8,0.0,868.9,4,5,0,-18.72,5.4
14.6,37,2.2,0.0,870.9,5,20,0,32.120000000000005,8.8
-2.6,39,2.6,0.0,873.6,10,2,0,-6.760000000000001,13.6
3.5,52,8.3,0.0,872.9,5,5,0,29.050000000000004,17.3
2.2,24,10.5,0.0,864.6,3,19,1,23.1,15.7
11.2,24,10.4,0.0,869.3,10,16,0,116.47999999999999,1.4
5.7,42,14.6,0.0,871.7,10,10,0,83.22,3.3
17.2,72,4.0,0.0,874.7,8,9,0,68.8,1.4
0.1,73,4.5,0.0,867.3,10,6,0,0.45,16.6
-31.0,62,9.2,0.0,880.1,1,14,1,-285.2,5.0
-1.3,49,0.6,0.0,867.3,4,6,0,-0.78,15.0
-0.2,84,7.7,0.0,870.0,10,21,0,-1.54,7.3
5.0,92,3.5,0.0,867.2,9,23,0,17.5,11.9
-16.7,65,7.4,0.0,876.6,1,13,1,-123.58,45.4
2.5,66,6.9,0.0,863.6,4,22,0,17.25,14.1
6.9,87,5.1,0.0,876.8,8,8,0,35.19,6.3
9.5,41,15.0,0.0,871.7,10,13,0,142.5,5.6
10.0,81,4.0,0.0,867.8,9,3,0,40.0,12.4
16.7,69,3.1,0.0,869.1,8,3,0,51.769999999999996,10.4
-13.2,38,15.1,0.0,878.9,3,11,1,-199.32,2.7
26.4,16,13.1,0.0,867.2,6,17,0,345.84,5.7
-15.3,70,10.6,0.0,874.5,12,16,1,-162.18,3.6
-3.3,63,6.7,0.0,868.0,11,4,1,-22.11,18.2
1.8,68,10.6,0.0,876.7,10,11,0,19.08,3.1
-7.5,68,13.2,0.0,865.5,4,6,0,-99.0,7.3
16.9,81,1.5,0.0,865.0,8,0,0,25.349999999999998,33.8
-6.8,65,5.2,0.0,871.5,3,18,1,-35.36,9.9
-7.7,82,21.3,0.6,864.5,11,19,1,-164.01000000000002,2.8
14.5,79,8.6,0.7,864.2,9,17,0,124.69999999999999,12.3
13.6,94,14.7,0.1,868.5,8,8,0,199.92,6.3
5.8,43,6.8,0.1,865.4,5,4,0,39.44,6.5
18.6,48,15.3,0.0,868.3,6,21,0,284.58000000000004,8.8
-25.7,86,0.8,0.0,873.9,3,2,1,-20.560000000000002,23.6
-29.5,74,2.6,0.0,867.3,2,6,1,-76.7,17.1
12.5,30,13.0,0.0,872.9,4,14,0,162.5,7.1
8.0,97,5.2,0.0,872.3,6,5,0,41.6,11.4
5.1,89,4.7,0.0,866.6,5,2,0,23.97,10.4
20.1,39,4.9,0.0,868.8,7,19,0,98.49000000000001,4.5
-10.8,60,2.7,0.0,871.4,12,13,1,-29.160000000000004,50.3
-17.6,83,3.9,0.0,869.2,1,2,1,-68.64,43.7
-1.7,54,2.3,0.0,878.4,10,19,0,-3.9099999999999997,16.0
10.8,37,16.0,0.0,875.8,3,15,1,172.8,3.1
-6.0,58,4.4,0.0,866.1,3,1,1,-26.400000000000002,25.6
7.9,31,3.1,0.0,876.0,10,11,0,24.490000000000002,6.5
-21.2,63,3.1,0.0,858.6,12,9,1,-65.72,77.3
-7.3,82,8.7,0.0,859.2,1,17,1,-63.50999999999999,20.6
22.6,45,10.4,0.0,863.8,7,22,0,235.04000000000002,20.4
-22.2,75,5.6,0.0,879.5,1,21,1,-124.32,3.4
5.8,44,8.5,0.0,866.2,5,23,0,49.3,12.4
-14.5,81,1.4,0.0,885.4,10,22,0,-20.299999999999997,41.9
11.0,67,3.5,0.0,860.0,6,5,0,38.5,5.3
2.7,44,10.3,0.0,875.4,10,17,0,27.810000000000002,1.5
-13.2,47,3.0,0.0,858.6,2,6,1,-39.599999999999994,23.9
12.1,55,5.0,0.0,877.4,9,9,0,60.5,4.7
-10.5,54,5.0,0.0,877.8,11,8,1,-52.5,45.4
24.4,45,10.5,0.0,868.9,7,13,0,256.2,10.2
10.3,77,3.3,0.0,866.3,6,0,0,33.99,10.6
-13.2,67,8.1,0.0,868.3,3,5,1,-106.91999999999999,47.5
17.8,75,8.8,0.0,869.4,7,18,0,156.64000000000001,8.3
18.5,75,10.8,0.0,866.8,8,10,0,199.8,3.2
7.7,30,10.7,0.0,876.5,10,15,0,82.39,7.7
-0.3,32,2.8,0.0,864.2,3,20,1,-0.84,27.4
18.3,68,15.3,0.0,871.3,8,15,0,279.99,7.4
-12.8,53,5.1,0.1,862.0,12,12,1,-65.28,10.3
-4.0,32,5.0,0.0,872.9,10,4,0,-20.0,26.4
13.3,31,15.2,0.0,874.0,4,14,0,202.16,4.4
11.9,78,19.9,0.1,869.3,9,12,0,236.81,0.9
6.6,24,10.9,0.0,874.7,4,15,0,71.94,5.7
-0.3,61,7.8,0.0,871.1,10,9,0,-2.34,14.6
11.8,77,5.8,0.0,867.3,8,7,0,68.44,8.7
15.8,100,1.8,0.0,866.1,7,3,0,28.44,16.2
5.9,23,19.2,0.0,857.9,3,15,1,113.28,4.1
13.3,60,4.1,0.0,870.7,9,21,0,54.53,7.8
18.5,68,3.1,0.0,864.5,7,8,0,57.35,6.6
4.9,95,9.1,0.0,866.7,9,21,0,44.59,15.8
27.5,29,6.3,0.0,866.9,7,13,0,173.25,11.0
19.8,68,6.0,0.0,863.2,7,8,0,118.80000000000001,8.3
-18.3,78,3.6,0.0,874.4,1,17,1,-65.88000000000001,31.4
8.8,27,14.7,0.2,867.9,5,15,0,129.36,1.7
1.6,80,9.4,0.0,858.1,4,20,0,15.040000000000001,12.0
14.5,36,6.3,0.0,868.7,9,21,0,91.35,7.2
-16.0,69,11.8,0.0,890.9,11,17,1,-188.8,4.4
6.0,31,22.7,0.0,867.5,4,13,0,136.2,6.8
7.9,45,18.2,0.0,871.8,5,16,0,143.78,2.9
16.1,45,6.0,0.0,879.0,9,12,0,96.60000000000001,2.7
7.8,65,4.0,0.1,864.5,5,19,0,31.2,7.9
7.7,32,14.0,0.0,874.6,4,11,0,107.8,12.1
-9.8,73,3.0,0.0,876.1,11,2,1,-29.400000000000002,28.0
-5.5,86,21.9,0.4,867.2,10,1,0,-120.44999999999999,0.9
-22.2,84,10.9,0.0,871.9,12,5,1,-241.98,11.4
-20.8,77,1.5,0.0,867.8,1,7,1,-31.200000000000003,41.7
2.0,56,7.6,0.0,866.3,4,22,0,15.2,30.5
6.8,40,12.5,0.0,863.2,4,10,0,85.0,3.4
-18.8,49,4.0,0.0,867.4,1,20,1,-75.2,83.4
-1.6,99,2.4,0.0,871.9,10,5,0,-3.84,20.5
-5.9,59,9.2,0.0,872.5,4,0,0,-54.28,6.0
16.6,52,0.5,0.0,874.9,8,12,0,8.3,6.5
-13.5,65,4.1,0.0,873.9,1,16,1,-55.349999999999994,25.3
-18.9,75,2.7,0.0,877.4,2,10,1,-51.03,63.3
-1.2,64,16.2,0.0,872.0,3,23,1,-19.439999999999998,13.0
10.4,19,4.9,0.0,865.3,10,16,0,50.96000000000001,7.1
-3.2,41,12.2,0.0,868.4,11,16,1,-39.04,4.8
18.6,70,3.8,0.0,867.4,8,10,0,70.68,4.4
-8.9,79,8.5,0.0,867.7,1,12,1,-75.65,4.6
9.9,52,9.7,0.0,870.2,6,5,0,96.03,14.0
0.9,64,6.0,0.0,880.5,9,20,0,5.4,7.9
0.9,51,15.1,0.0,867.7,4,13,0,13.59,1.8
-18.2,77,4.9,0.0,879.5,12,13,1,-89.18,37.7
-23.3,82,2.2,0.0,875.5,12,20,1,-51.260000000000005,83.8
7.0,42,20.1,0.0,865.6,10,0,0,140.70000000000002,6.2
-28.3,65,13.0,0.0,876.3,11,2,1,-367.90000000000003,4.5
-10.7,75,9.4,0.0,862.6,12,18,1,-100.58,18.2
20.7,51,15.9,0.0,861.9,6,13,0,329.13,13.8
-3.0,81,14.8,0.2,872.7,11,11,1,-44.400000000000006,7.3
-14.5,61,5.1,0.0,886.5,11,11,1,-73.94999999999999,22.1
-18.3,77,5.4,0.0,868.3,12,5,1,-98.82000000000001,35.2
-1.3,68,5.1,0.0,866.9,10,22,0,-6.63,25.8
-1.2,41,5.8,0.0,871.5,3,9,1,-6.96,18.0
-3.1,55,9.9,0.0,875.6,2,16,1,-30.69,7.0
-20.6,79,1.1,0.0,867.1,1,5,1,-22.660000000000004,40.2
-16.4,80,3.8,0.0,875.6,1,18,1,-62.31999999999999,22.3
14.8,93,7.2,0.5,866.8,8,7,0,106.56,15.9
-24.9,87,3.4,0.0,880.2,12,6,1,-84.66,26.0
12.7,45,5.9,0.0,870.9,9,12,0,74.93,2.8
8.7,38,3.4,0.0,860.7,5,9,0,29.58,4.6
-7.8,72,6.0,0.0,869.1,10,8,0,-46.8,62.6
-2.8,44,6.0,0.0,865.2,11,2,1,-16.799999999999997,17.2
-12.5,85,8.1,0.1,872.0,12,4,1,-101.25,7.3
1.4,76,5.8,0.0,870.3,10,23,0,8.12,57.9
11.2,61,4.9,0.0,872.3,9,19,0,54.88,6.2
0.5,57,9.2,0.0,867.6,10,23,0,4.6,20.2
-17.7,49,2.3,0.0,864.5,1,6,1,-40.709999999999994,54.5
6.2,56,8.9,0.0,873.2,9,22,0,55.18000000000001,6.6
-9.8,79,7.4,0.0,868.0,12,16,1,-72.52000000000001,18.4
12.4,53,8.9,0.0,874.8,8,19,0,110.36000000000001,2.7
-14.1,69,5.0,0.0,871.0,11,20,1,-70.5,22.7
17.4,31,14.6,0.0,870.3,9,13,0,254.03999999999996,3.8
-13.6,72,7.9,0.0,869.6,3,8,1,-107.44,81.5
9.0,30,5.8,0.0,874.4,10,16,0,52.199999999999996,1.4
8.5,72,8.6,0.0,867.5,6,3,0,73.1,9.0
-26.4,68,7.2,0.0,876.2,12,17,1,-190.07999999999998,24.4
-13.0,81,10.4,0.0,872.9,11,7,1,-135.20000000000002,1.8
18.6,22,14.7,0.0,863.2,5,13,0,273.42,1.5
-2.2,74,5.0,0.0,865.5,4,4,0,-11.0,20.1
5.6,55,4.5,0.0,875.2,10,9,0,25.2,31.3
-16.9,79,10.9,0.0,871.2,11,5,1,-184.20999999999998,7.6
-1.2,46,5.4,0.0,865.5,10,3,0,-6.48,28.5
-10.4,77,8.1,0.0,876.9,1,16,1,-84.24,17.9
-12.9,61,17.8,0.0,872.3,11,13,1,-229.62,1.8
-12.8,70,6.2,0.0,876.4,2,5,1,-79.36000000000001,22.6
-16.0,44,7.8,0.0,875.0,12,12,1,-124.8,15.4
15.9,34,8.7,0.0,862.4,10,13,0,138.32999999999998,6.4
5.9,45,17.7,0.0,868.9,5,9,0,104.43,11.2
-1.7,83,3.7,0.0,880.7,9,5,0,-6.29,8.8
13.5,96,6.1,0.0,864.5,7,3,0,82.35,17.7
-20.3,73,7.8,0.0,867.2,12,7,1,-158.34,6.4
2.1,43,9.3,0.0,863.1,4,22,0,19.53,24.2
19.6,56,10.0,0.0,866.4,9,15,0,196.0,9.2
-32.3,92,8.7,0.0,870.9,1,5,1,-281.00999999999993,37.7
-1.2,40,7.2,0.0,883.4,10,14,0,-8.64,26.4
11.7,60,20.0,0.0,870.5,6,9,0,234.0,7.3
-4.7,68,4.4,0.0,863.4,3,1,1,-20.680000000000003,33.9
-0.8,66,1.9,0.0,861.7,4,2,0,-1.52,40.4
-7.5,27,5.9,0.0,870.5,4,6,0,-44.25,31.8
-2.0,55,4.0,0.0,878.5,10,20,0,-8.0,23.8
22.5,36,2.1,0.0,872.0,7,10,0,47.25,3.6
0.5,91,3.3,0.0,866.3,5,4,0,1.65,17.5
7.3,82,3.6,0.0,869.3,6,2,0,26.28,17.5
-2.5,75,14.8,0.1,872.1,11,13,1,-37.0,9.0
9.2,90,6.2,0.0,869.9,8,22,0,57.04,7.3
-18.7,54,2.8,0.0,865.2,12,7,1,-52.35999999999999,32.2
-25.0,59,4.7,0.0,874.7,1,12,1,-117.5,57.0
5.0,28,20.9,0.0,868.4,5,9,0,104.5,0.9
2.4,52,3.9,0.0,859.9,4,4,0,9.36,25.6
-2.0,53,3.5,0.0,869.4,11,14,1,-7.0,12.3
10.1,96,2.0,0.0,867.3,8,4,0,20.2,21.4
16.3,85,8.9,0.2,872.1,8,8,0,145.07000000000002,8.6
15.1,79,7.1,0.0,867.3,8,20,0,107.21,4.2
15.4,99,5.9,0.3,865.6,7,6,0,90.86000000000001,9.9
-22.4,56,1.5,0.0,874.1,1,15,1,-33.599999999999994,16.1
10.7,57,4.0,0.0,874.5,9,19,0,42.8,6.7
6.3,29,13.0,0.0,859.9,4,21,0,81.89999999999999,21.8
19.0,32,3.2,0.0,868.3,8,19,0,60.800000000000004,1.3
-13.8,54,1.0,0.0,876.8,12,13,1,-13.8,75.4
-2.6,49,8.5,0.1,880.0,10,8,0,-22.1,5.5
-17.0,72,7.9,0.0,874.7,11,0,1,-134.3,3.8
6.6,29,19.8,0.0,869.2,4,17,0,130.68,7.2
3.8,66,6.4,0.0,877.1,10,10,0,24.32,11.5
-25.1,81,5.2,0.0,875.6,12,7,1,-130.52,11.8
-13.5,59,1.6,0.0,877.2,11,9,1,-21.6,55.6
7.1,32,8.0,0.0,875.8,10,16,0,56.8,7.2
5.8,24,14.1,0.0,873.0,3,14,1,81.78,2.7
-19.8,70,8.7,0.0,866.4,1,21,1,-172.26,72.9
-11.3,57,3.3,0.0,873.2,11,9,1,-37.29,63.6
-1.9,85,12.3,0.0,861.2,4,4,0,-23.37,8.1
3.3,67,1.0,0.0,884.0,9,9,0,3.3,7.8
14.0,96,5.2,0.0,866.0,7,1,0,72.8,28.1
-2.0,52,4.0,0.0,871.7,3,13,1,-8.0,13.5
-5.6,54,12.4,0.0,877.1,3,11,1,-69.44,4.2
-0.0,82,5.2,0.0,867.6,10,7,0,-0.0,26.0
9.9,91,5.8,0.0,869.1,8,1,0,57.42,6.2
14.3,93,11.6,0.0,869.9,8,8,0,165.88,2.0
-16.1,83,0.9,0.0,870.2,2,19,1,-14.490000000000002,36.6
-18.4,72,5.4,0.0,874.5,12,11,1,-99.36,78.7
12.2,33,3.3,0.0,873.8,5,21,0,40.26,10.5
27.3,38,8.9,0.0,873.4,8,16,0,242.97000000000003,4.4
-0.8,88,6.2,0.0,868.6,10,19,0,-4.960000000000001,18.7
16.3,85,5.1,0.0,867.6,7,0,0,83.13,10.2
-4.6,66,4.8,0.0,878.5,11,12,1,-22.08,8.6
20.7,41,7.0,0.0,865.9,7,14,0,144.9,6.6
-6.6,82,11.2,0.0,858.1,4,5,0,-73.91999999999999,6.1
-18.3,66,9.3,0.0,855.8,1,6,1,-170.19000000000003,24.6
-25.5,70,7.3,0.0,881.9,12,15,1,-186.15,18.3
12.3,47,4.5,0.0,856.0,4,11,0,55.35,10.6
6.9,80,6.6,0.0,873.0,8,5,0,45.54,4.6
24.9,16,13.1,0.0,872.1,5,15,0,326.19,7.3
-1.8,59,11.6,0.8,864.6,10,9,0,-20.88,14.0
-2.0,76,5.7,0.0,866.5,11,19,1,-11.4,25.5
-1.2,63,8.0,0.0,864.0,10,6,0,-9.6,12.1
0.7,89,4.0,0.0,875.0,9,2,0,2.8,24.2
-15.4,76,7.9,0.0,878.8,1,19,1,-121.66000000000001,42.7
-16.4,69,13.2,0.0,863.0,12,18,1,-216.47999999999996,5.2
5.6,37,17.8,0.0,857.9,3,2,1,99.67999999999999,7.1
-23.6,91,1.9,0.0,866.9,12,3,1,-44.84,81.3
16.0,35,11.7,0.0,866.8,6,20,0,187.2,3.4
-27.4,79,7.1,0.0,883.7,12,19,1,-194.54,39.9
5.3,54,9.6,0.0,880.5,9,19,0,50.879999999999995,1.9
21.8,59,11.3,0.1,869.2,8,13,0,246.34000000000003,10.7
-19.6,77,1.5,0.0,869.0,1,18,1,-29.400000000000002,39.0
1.3,46,6.6,0.0,868.2,3,21,1,8.58,29.2
-15.0,74,11.1,0.0,867.5,3,4,1,-166.5,25.1
16.4,24,13.2,0.0,869.4,5,16,0,216.47999999999996,9.2
32.4,17,15.5,0.0,866.4,6,16,0,502.2,9.9
-13.5,67,5.8,0.0,863.9,1,10,1,-78.3,39.2
9.0,53,12.3,0.0,867.4,9,17,0,110.7,6.7
-3.8,44,7.9,0.0,880.6,10,21,0,-30.02,8.3
-22.2,82,6.9,0.0,867.9,2,0,1,-153.18,80.3
-12.8,75,5.9,0.0,881.1,1,15,1,-75.52000000000001,6.4
8.7,63,4.1,0.0,872.7,9,9,0,35.669999999999995,16.8
25.3,39,6.4,0.0,870.7,7,17,0,161.92000000000002,8.6
-20.5,84,5.0,0.0,878.9,12,22,1,-102.5,48.5
11.8,62,8.7,0.0,871.7,9,20,0,102.66,10.5
27.5,21,13.8,0.0,870.7,8,17,0,379.5,2.9
6.0,84,2.2,0.0,868.3,5,4,0,13.200000000000001,9.3
1.3,63,13.4,0.0,876.8,10,14,0,17.42,2.9
18.5,45,9.9,0.0,866.1,6,8,0,183.15,6.7
-6.0,90,10.2,0.4,867.8,3,0,1,-61.199999999999996,8.9
5.3,31,12.2,0.0,877.3,4,10,0,64.66,4.5
13.4,100,1.1,0.0,864.8,8,2,0,14.740000000000002,11.7
-22.4,70,5.0,0.0,874.5,1,11,1,-112.0,75.2
-19.5,88,3.9,0.0,880.2,2,3,1,-76.05,15.6
0.6,71,17.3,0.0,870.9,3,10,1,10.38,3.1
14.1,51,15.1,0.0,874.9,8,14,0,212.91,3.1
-20.1,91,1.3,0.0,864.9,2,7,1,-26.130000000000003,38.3
9.3,57,6.8,0.0,876.6,9,11,0,63.24,2.7
14.5,22,5.4,0.0,867.2,4,11,0,78.30000000000001,2.4
18.0,98,7.4,0.6,865.7,7,3,0,133.20000000000002,17.6
-32.1,76,13.8,0.0,868.8,1,7,1,-442.98,2.2
-11.2,58,15.6,0.0,877.7,3,10,1,-174.72,6.7
15.8,31,3.4,0.0,863.1,5,22,0,53.72,23.2
20.2,62,19.5,0.1,866.9,8,12,0,393.9,4.1
21.7,54,12.4,0.0,867.9,6,19,0,269.08,7.7
15.8,68,7.6,0.0,867.2,7,7,0,120.08,10.1
-3.3,64,4.3,0.0,882.4,3,12,1,-14.19,14.8
23.0,62,2.6,0.0,868.2,7,10,0,59.800000000000004,6.8
-17.3,76,4.8,0.0,880.7,2,11,1,-83.04,25.1
17.6,60,7.2,0.0,862.6,7,7,0,126.72000000000001,8.6
7.6,79,4.1,0.0,864.5,9,2,0,31.159999999999997,13.8
16.2,79,5.0,0.0,871.8,8,0,0,81.0,11.6
-20.6,65,0.8,0.0,866.9,1,3,1,-16.48,71.5
25.1,19,14.6,0.0,871.7,6,15,0,366.46000000000004,2.3
0.3,54,5.8,0.0,871.2,11,12,1,1.74,18.7
22.2,43,13.0,0.0,873.2,8,13,0,288.59999999999997,3.6
-10.4,58,6.0,0.0,874.4,11,4,1,-62.400000000000006,16.8
17.6,62,12.3,0.0,871.4,8,14,0,216.48000000000002,8.2
8.2,75,7.7,0.0,866.2,6,5,0,63.13999999999999,18.0
-3.3,15,3.1,0.0,872.8,3,1,1,-10.23,14.9
-16.6,74,5.4,0.0,871.2,3,6,1,-89.64000000000001,67.5
21.2,64,1.5,0.0,868.1,7,10,0,31.799999999999997,13.3
-1.2,78,10.5,0.0,843.4,12,16,1,-12.6,4.2
-0.0,55,8.7,0.1,865.4,4,22,0,-0.0,13.8
20.3,60,8.6,0.0,871.8,8,20,0,174.58,4.9
0.6,34,9.2,0.0,883.7,10,11,0,5.52,7.9
3.0,96,19.0,0.4,863.8,6,2,0,57.0,2.0
1.9,42,2.2,0.0,881.0,5,6,0,4.18,4.7
-8.6,42,2.7,0.0,866.4,1,12,1,-23.22,74.7
-15.5,88,0.8,0.0,865.6,3,4,1,-12.4,63.1
23.7,45,11.5,0.4,864.4,7,17,0,272.55,8.1
-12.6,83,17.1,0.1,865.9,11,22,1,-215.46,1.4
14.7,93,3.8,0.2,867.2,8,3,0,55.85999999999999,21.3
3.9,82,9.3,0.6,863.3,5,1,0,36.27,15.2
-0.8,47,5.6,0.0,873.2,11,11,1,-4.4799999999999995,21.1
23.3,53,6.1,0.0,870.0,8,12,0,142.13,10.0
13.6,48,12.5,0.0,874.7,9,17,0,170.0,2.5
4.6,42,5.2,0.0,875.0,9,2,0,23.919999999999998,10.1
-24.4,73,5.0,0.0,878.0,2,6,1,-122.0,48.3
-0.3,99,1.9,0.0,871.5,10,0,0,-0.57,21.3
-0.9,49,10.2,0.0,870.9,3,19,1,-9.18,7.7
-4.2,43,5.8,0.0,878.4,10,0,0,-24.36,19.2
-5.1,84,12.3,0.0,857.6,4,2,0,-62.73,5.6
-18.6,73,4.0,0.0,872.4,3,2,1,-74.4,27.7
9.4,26,13.6,0.0,873.9,10,13,0,127.84,4.2
-8.4,37,8.9,0.0,876.9,11,18,1,-74.76,12.0
-27.0,71,5.6,0.0,886.0,12,12,1,-151.2,26.6
6.4,31,15.5,0.0,878.7,10,16,0,99.2,1.5
-10.2,31,11.9,0.0,876.4,3,18,1,-121.38,3.2
16.4,26,6.6,0.0,871.5,6,21,0,108.23999999999998,1.9
-25.6,89,0.7,0.0,881.4,2,3,1,-17.919999999999998,62.9
6.8,66,5.1,0.0,871.7,5,7,0,34.68,14.1
-15.0,73,10.8,0.0,877.5,11,12,1,-162.0,6.4
-5.9,84,7.7,0.0,878.3,10,3,0,-45.43000000000001,3.1
-21.1,73,1.5,0.0,873.5,1,5,1,-31.650000000000002,67.1
-22.8,72,7.6,0.0,878.2,12,9,1,-173.28,75.7
1.4,50,7.3,0.0,859.7,4,7,0,10.219999999999999,5.1
-1.5,68,19.8,0.1,875.0,10,22,0,-29.700000000000003,3.5
1.6,23,11.2,0.0,854.3,3,5,1,17.919999999999998,4.6
14.9,43,11.1,0.0,864.7,10,18,0,165.39,3.6
22.0,55,2.2,0.0,866.4,8,21,0,48.400000000000006,9.6
19.7,27,11.4,0.0,867.8,9,14,0,224.58,3.1
-28.3,81,5.2,0.0,866.2,2,2,1,-147.16,23.9
-3.5,83,6.5,0.1,863.7,11,5,1,-22.75,12.0
-0.1,74,8.0,0.0,874.0,10,1,0,-0.8,22.7
-4.3,34,8.0,0.0,875.7,4,0,0,-34.4,16.4
7.7,51,9.2,0.0,860.5,4,20,0,70.83999999999999,12.2
-4.7,28,8.3,0.0,871.4,4,2,0,-39.010000000000005,9.8
13.7,78,6.9,0.0,864.5,6,3,0,94.53,9.0
5.8,45,3.2,0.0,867.5,4,20,0,18.56,13.1
-3.8,71,6.5,0.4,880.2,10,11,0,-24.7,6.3
14.2,95,6.1,0.0,870.4,8,0,0,86.61999999999999,17.5
-1.4,54,9.7,0.0,874.4,3,17,1,-13.579999999999998,13.2
-2.5,40,3.8,0.0,874.8,3,4,1,-9.5,18.7
-20.0,68,14.2,0.0,877.5,2,16,1,-284.0,5.1
20.1,45,12.5,0.0,873.9,8,15,0,251.25000000000003,4.7
15.0,50,6.6,0.0,867.6,9,5,0,99.0,10.8
-18.7,74,2.6,0.0,884.0,1,21,1,-48.62,44.0
18.9,31,10.2,0.0,866.0,9,14,0,192.77999999999997,4.9
14.4,70,17.6,0.0,867.0,6,10,0,253.44000000000003,6.3
17.0,84,10.1,0.0,867.6,8,7,0,171.7,11.9
-4.1,69,2.4,0.0,866.1,11,21,1,-9.839999999999998,67.5
19.3,54,9.8,0.0,866.9,6,11,0,189.14000000000001,8.5
26.1,47,12.0,0.0,866.5,7,15,0,313.20000000000005,9.6
17.7,24,8.3,0.0,874.3,5,20,0,146.91,8.6
-7.4,62,5.8,0.0,853.7,3,5,1,-42.92,23.2
