temperature_2m,relative_humidity_2m,wind_speed_10m,precipitation,surface_pressure,month,hour,heating_season,temp_x_wind,pm2_5
-12.3,69,3.1,0.0,875.9,12,13,1,-38.13,47.1
-8.3,46,20.4,0.0,873.6,3,16,1,-169.32,5.4
12.0,89,2.8,0.0,870.4,8,22,0,33.599999999999994,20.3
-20.4,50,4.7,0.0,876.3,1,7,1,-95.88,36.1
22.3,56,12.1,0.0,868.9,7,17,0,269.83,7.2
5.6,24,14.6,0.1,877.5,4,16,0,81.75999999999999,5.4
-1.8,63,10.4,0.0,879.9,3,17,1,-18.720000000000002,12.5
23.0,41,19.9,0.0,868.9,9,17,0,457.7,10.7
-5.4,56,7.2,0.0,860.9,3,1,1,-38.88,61.5
25.2,16,9.0,0.0,862.7,5,21,0,226.79999999999998,8.6
3.3,65,8.4,0.0,869.0,10,18,0,27.72,19.7
-10.2,70,6.3,0.0,866.2,3,6,1,-64.25999999999999,23.2
-0.3,92,15.6,0.3,860.9,4,8,0,-4.68,9.7
-16.8,77,12.5,0.1,877.9,11,11,1,-210.0,4.1
-1.9,17,10.4,0.0,867.8,4,20,0,-19.759999999999998,4.6
9.9,91,11.1,0.0,864.8,6,0,0,109.89,5.9
-16.7,86,6.5,0.0,870.4,2,8,1,-108.55,18.9
-21.5,83,4.2,0.0,874.6,1,19,1,-90.3,55.4
18.5,34,9.3,0.0,865.4,10,11,0,172.05,8.6
5.1,30,5.4,0.0,862.1,4,10,0,27.54,7.3
13.1,34,13.2,0.0,868.2,10,13,0,172.92,5.6
-0.7,68,8.5,0.0,869.4,10,1,0,-5.949999999999999,9.1
21.2,55,16.6,0.0,867.6,8,14,0,351.92,3.9
21.3,63,3.1,0.0,865.4,7,9,0,66.03,14.3
24.4,47,2.9,0.0,870.2,7,21,0,70.75999999999999,6.3
14.3,34,6.3,0.0,876.8,10,15,0,90.09,6.2
12.4,98,0.6,0.0,861.6,8,4,0,7.4399999999999995,6.3
-13.0,68,6.3,0.0,871.7,2,22,1,-81.89999999999999,39.6
10.4,45,17.8,0.0,872.6,10,14,0,185.12,2.5
15.3,95,1.9,0.0,862.8,7,1,0,29.07,25.4
-2.9,64,18.2,0.1,864.3,3,17,1,-52.779999999999994,4.4
-1.7,66,6.5,0.0,867.1,10,9,0,-11.049999999999999,16.0
-12.0,42,6.2,0.0,871.4,12,6,1,-74.4,20.8
-0.9,55,10.4,0.0,865.6,10,6,0,-9.360000000000001,5.5
10.3,88,3.9,0.0,866.1,6,7,0,40.17,13.2
8.0,45,18.5,0.0,863.2,4,13,0,148.0,1.6
22.2,52,11.4,0.0,866.5,8,15,0,253.08,8.5
2.6,42,11.7,0.0,871.4,10,1,0,30.419999999999998,2.6
-9.9,44,1.8,0.0,879.3,3,0,1,-17.82,57.9
-18.8,85,9.4,0.0,861.4,3,3,1,-176.72000000000003,19.1
11.8,73,5.7,0.0,869.0,8,21,0,67.26,8.9
10.7,43,10.7,0.0,869.2,6,22,0,114.48999999999998,13.0
1.0,33,3.2,0.0,869.3,3,20,1,3.2,15.5
-10.4,56,9.6,0.0,866.7,2,13,1,-99.84,13.7
15.8,95,2.9,0.4,866.7,7,23,0,45.82,12.3
11.2,70,19.4,0.0,863.5,5,16,0,217.27999999999997,3.0
-20.5,64,10.1,0.0,864.9,1,18,1,-207.04999999999998,17.8
-21.8,57,3.0,0.0,876.7,2,8,1,-65.4,68.5
-10.6,68,3.9,0.0,879.4,10,1,0,-41.339999999999996,23.9
10.6,22,14.2,0.0,871.5,4,15,0,150.51999999999998,4.8
-10.6,62,9.4,0.0,864.8,11,5,1,-99.64,16.6
15.0,91,3.9,0.0,868.8,8,8,0,58.5,10.8
-28.2,82,9.8,0.0,874.0,2,2,1,-276.36,19.3
-18.6,80,6.4,0.0,876.9,11,9,1,-119.04000000000002,17.9
6.0,40,14.3,0.0,855.5,4,2,0,85.80000000000001,6.1
17.7,39,15.4,0.0,860.3,9,23,0,272.58,3.9
22.8,51,4.3,0.1,872.4,7,13,0,98.03999999999999,11.4
-32.1,93,9.7,0.0,867.2,2,5,1,-311.37,27.7
2.9,97,16.2,0.6,864.7,9,4,0,46.98,3.2
2.3,59,7.2,0.0,874.3,4,8,0,16.56,30.5
1.3,71,14.9,0.0,864.0,9,6,0,19.37,5.3
-1.0,73,5.4,0.0,880.1,10,1,0,-5.4,13.9
-5.1,64,1.6,0.0,866.8,10,0,0,-8.16,74.0
14.4,62,17.4,0.1,865.8,6,12,0,250.55999999999997,4.4
18.7,80,4.3,0.4,862.7,8,17,0,80.41,4.8
15.7,51,7.6,0.0,861.7,7,4,0,119.32,13.6
8.7,45,9.2,0.0,860.4,11,12,1,80.03999999999999,11.8
-24.6,76,4.2,0.0,863.0,2,22,1,-103.32000000000001,80.3
-17.9,60,7.2,0.0,888.0,2,15,1,-128.88,12.8
-20.3,72,2.6,0.0,869.0,3,7,1,-52.78,24.4
-1.9,78,15.7,0.4,851.5,3,4,1,-29.83,13.1
-13.4,50,4.8,0.0,867.1,2,17,1,-64.32,8.2
15.8,48,9.2,0.0,869.9,6,21,0,145.35999999999999,6.7
21.8,61,7.6,0.0,866.2,7,8,0,165.68,10.1
-12.9,76,9.2,0.0,867.6,3,9,1,-118.67999999999999,84.5
20.3,60,14.3,0.0,872.8,8,16,0,290.29,6.3
-19.6,67,4.0,0.0,878.0,12,3,1,-78.4,17.2
-18.7,70,7.4,0.0,869.7,2,7,1,-138.38,35.6
15.8,94,6.2,0.1,863.4,8,3,0,97.96000000000001,2.5
18.7,73,10.3,0.0,864.6,8,17,0,192.61,5.1
-20.0,89,2.1,0.0,865.8,1,5,1,-42.0,29.9
-20.2,91,2.5,0.0,866.4,1,6,1,-50.5,21.0
17.3,68,1.1,0.0,866.8,6,9,0,19.03,10.0
-12.6,38,3.2,0.0,884.5,4,9,0,-40.32,8.5
2.9,68,6.4,0.0,856.1,4,23,0,18.56,30.4
6.0,84,1.5,0.0,870.1,9,8,0,9.0,13.4
19.4,35,14.8,0.0,874.0,9,13,0,287.12,6.5
-17.9,53,3.1,0.0,873.2,12,21,1,-55.489999999999995,40.2
-22.1,88,1.0,0.0,881.9,12,18,1,-22.1,28.1
27.0,17,16.8,0.0,874.2,5,12,0,453.6,4.4
-15.4,70,16.0,0.1,882.8,1,17,1,-246.4,4.9
-34.6,55,9.7,0.0,866.7,1,8,1,-335.62,27.2
23.6,50,3.1,0.0,864.2,7,10,0,73.16000000000001,7.9
22.5,48,1.0,0.0,869.6,7,10,0,22.5,6.4
11.8,66,8.9,0.0,869.9,9,11,0,105.02000000000001,5.8
4.5,41,7.3,0.0,869.0,5,22,0,32.85,13.1
5.4,50,3.6,0.0,872.5,10,19,0,19.44,21.2
-4.4,64,3.1,0.0,865.5,2,11,1,-13.640000000000002,38.6
-37.6,87,1.3,0.0,873.4,1,7,1,-48.88,27.4
-19.0,72,6.6,0.0,885.6,1,16,1,-125.39999999999999,5.1
1.7,60,3.1,0.0,860.8,4,21,0,5.27,17.2
7.1,52,6.2,0.0,870.1,10,13,0,44.019999999999996,10.6
-16.4,78,4.3,0.0,875.5,12,20,1,-70.52,56.5
14.8,72,5.6,0.0,871.2,5,16,0,82.88,8.5
19.5,42,7.1,0.0,867.6,6,7,0,138.45,10.0
3.5,30,14.1,0.0,869.5,4,12,0,49.35,7.0
-0.6,60,18.1,0.1,874.0,10,21,0,-10.860000000000001,3.4
15.4,45,12.0,0.0,871.6,9,14,0,184.8,1.3
-13.6,68,5.6,0.0,883.5,2,12,1,-76.16,17.5
-26.4,74,7.2,0.0,873.9,2,8,1,-190.07999999999998,37.7
13.6,86,3.9,0.0,866.0,8,3,0,53.04,12.1
21.2,65,6.3,0.0,871.2,7,9,0,133.56,14.3
10.6,60,3.6,0.0,867.5,6,4,0,38.16,5.7
19.5,37,15.7,0.0,872.8,8,15,0,306.15,2.9
-5.1,69,14.5,0.0,878.8,3,19,1,-73.94999999999999,10.4
-19.2,83,8.4,0.0,866.9,12,2,1,-161.28,1.8
-7.4,79,5.6,0.0,877.0,10,0,0,-41.44,7.1
-24.9,64,11.1,0.0,872.4,12,21,1,-276.39,1.7
-16.2,83,3.5,0.0,873.2,12,10,1,-56.699999999999996,73.3
25.3,17,19.3,0.0,861.7,5,12,0,488.29,9.3
10.2,34,17.2,0.0,868.0,5,15,0,175.43999999999997,12.6
22.0,57,11.7,0.0,870.0,7,14,0,257.4,6.9
25.4,41,4.4,0.0,868.8,6,18,0,111.76,32.2
2.2,93,4.3,0.0,872.0,5,4,0,9.46,22.8
1.0,79,2.7,0.0,883.1,9,8,0,2.7,14.5
-25.0,78,0.7,0.0,873.2,12,2,1,-17.5,67.8
19.8,78,10.9,0.0,868.9,7,9,0,215.82000000000002,12.6
10.5,75,15.3,0.8,863.2,5,21,0,160.65,16.4
-12.5,62,16.8,0.0,877.7,1,15,1,-210.0,2.5
19.4,73,12.4,0.4,866.1,6,18,0,240.56,10.9
30.1,34,8.9,0.0,868.0,8,16,0,267.89000000000004,8.5
-1.2,59,22.0,0.0,884.2,10,13,0,-26.4,2.0
-25.6,67,6.8,0.0,872.6,1,2,1,-174.08,21.0
8.0,19,15.0,0.0,862.1,4,11,0,120.0,8.5
-22.4,81,5.1,0.0,866.1,2,21,1,-114.23999999999998,22.9
17.0,40,9.7,0.0,871.2,9,17,0,164.89999999999998,8.4
-15.6,91,1.0,0.0,856.2,1,8,1,-15.6,75.7
13.6,58,12.0,0.0,866.6,6,20,0,163.2,12.3
12.5,30,10.4,0.0,875.2,10,16,0,130.0,2.2
-8.5,87,4.9,0.0,877.1,11,8,1,-41.650000000000006,18.5
-17.4,73,4.3,0.0,863.4,12,18,1,-74.82,70.3
2.0,90,6.0,0.0,872.0,4,7,0,12.0,9.0
-20.1,62,7.0,0.0,868.8,1,11,1,-140.70000000000002,59.5
0.9,58,4.0,0.0,873.1,5,23,0,3.6,11.1
2.6,47,14.3,0.2,870.8,10,16,0,37.18,2.4
9.8,56,6.8,0.0,873.1,5,21,0,66.64,15.7
-3.6,60,6.5,0.0,869.8,11,3,1,-23.400000000000002,46.2
18.4,70,13.4,0.0,864.4,6,20,0,246.55999999999997,11.7
-7.9,56,4.4,0.0,874.8,11,9,1,-34.760000000000005,59.8
15.0,47,1.8,0.0,876.7,6,9,0,27.0,8.1
18.7,65,4.2,0.2,871.7,6,11,0,78.54,12.1
11.0,34,19.7,0.3,867.4,4,14,0,216.7,5.6
15.9,56,6.3,0.0,871.2,8,20,0,100.17,1.7
6.6,72,8.0,0.0,861.6,10,4,0,52.8,10.2
-17.7,88,7.2,0.0,862.0,3,2,1,-127.44,21.7
4.9,53,2.7,0.0,873.8,10,20,0,13.230000000000002,18.3
15.0,56,11.8,0.0,865.1,8,10,0,177.0,5.9
-7.4,59,2.2,0.0,847.3,2,10,1,-16.28,51.7
18.5,39,7.9,0.2,874.4,9,14,0,146.15,3.1
-5.7,31,5.7,0.0,881.0,11,17,1,-32.49,5.5
16.7,35,3.3,0.0,871.6,9,15,0,55.10999999999999,4.1
-6.1,26,15.8,0.0,877.1,11,15,1,-96.38,5.5
-38.0,76,1.0,0.0,874.0,1,8,1,-38.0,32.2
-23.6,60,5.6,0.0,882.8,1,19,1,-132.16,18.2
5.9,52,3.6,0.0,876.8,10,10,0,21.240000000000002,4.0
-26.3,84,3.2,0.0,867.0,3,8,1,-84.16000000000001,67.1
-19.3,79,4.7,0.0,884.3,11,21,1,-90.71000000000001,25.4
15.0,74,5.5,0.0,870.3,8,2,0,82.5,9.5
-2.1,47,21.6,0.0,878.5,3,15,1,-45.36000000000001,8.7
-14.9,59,6.0,0.0,862.3,2,8,1,-89.4,30.9
-3.6,83,8.5,0.0,880.9,10,7,0,-30.6,3.4
6.2,17,14.8,0.0,869.1,3,17,1,91.76,9.6
4.4,65,2.9,0.0,865.7,4,8,0,12.76,25.9
-3.1,71,1.9,0.0,875.7,10,8,0,-5.89,19.4
-26.1,64,5.5,0.0,877.2,1,11,1,-143.55,31.2
8.1,29,10.9,0.0,863.4,5,15,0,88.28999999999999,3.2
-17.0,74,8.5,0.0,867.4,12,19,1,-144.5,24.3
13.5,54,12.9,0.0,874.8,8,12,0,174.15,2.1
-1.0,90,8.5,0.0,863.7,4,2,0,-8.5,30.0
2.0,68,17.5,0.0,879.4,9,10,0,35.0,3.5
-12.9,74,5.4,0.0,874.0,3,2,1,-69.66000000000001,5.6
-24.9,77,3.5,0.0,871.8,1,4,1,-87.14999999999999,69.2
4.4,31,6.9,0.0,872.4,10,13,0,30.360000000000003,11.0
22.3,50,11.3,0.0,863.2,7,20,0,251.99000000000004,10.2
16.7,69,6.9,0.0,868.0,6,8,0,115.23,7.1
-2.3,76,1.5,0.0,876.4,10,19,0,-3.4499999999999997,11.7
-9.5,82,11.2,0.2,853.8,2,2,1,-106.39999999999999,7.2
-18.0,64,6.2,0.0,869.9,12,19,1,-111.60000000000001,26.6
23.8,41,6.6,0.0,876.6,8,17,0,157.07999999999998,2.3
7.3,82,4.0,0.0,870.1,5,7,0,29.2,14.8
25.9,18,6.5,0.0,870.1,6,13,0,168.35,5.8
-5.0,31,19.9,0.0,878.8,2,16,1,-99.5,3.0
15.3,94,6.6,0.5,867.4,8,9,0,100.98,19.2
14.3,33,20.4,0.0,867.5,5,14,0,291.71999999999997,7.2
-10.2,78,3.9,0.0,870.3,11,23,1,-39.779999999999994,23.9
-1.3,40,7.8,0.0,860.0,4,6,0,-10.14,28.5
-13.4,54,1.5,0.0,876.9,12,14,1,-20.1,51.3
-1.4,76,8.0,0.0,870.4,4,4,0,-11.2,35.9
-4.3,50,17.8,0.0,881.3,10,14,0,-76.54,3.0
16.7,58,6.8,0.0,868.2,9,9,0,113.55999999999999,8.5
16.6,20,14.8,0.0,859.5,5,22,0,245.68000000000004,8.6
11.3,88,4.3,0.0,868.5,8,21,0,48.59,5.5
-12.5,55,2.5,0.1,861.1,12,13,1,-31.25,10.2
-4.4,24,10.6,0.0,880.4,3,17,1,-46.64,4.9
1.3,53,14.4,0.0,875.5,10,14,0,18.720000000000002,2.3
-14.7,75,8.5,0.0,866.5,12,9,1,-124.94999999999999,25.0
7.7,47,9.7,0.0,883.3,10,11,0,74.69,9.8
-28.1,79,2.5,0.0,872.4,12,3,1,-70.25,39.2
-24.4,89,7.8,0.0,862.2,1,21,1,-190.32,58.4
13.6,91,6.3,0.0,865.3,8,23,0,85.67999999999999,14.6
-1.8,85,7.1,0.0,877.8,10,6,0,-12.78,26.4
5.5,37,7.3,0.0,875.6,10,10,0,40.15,8.7
6.7,57,7.9,0.0,871.7,6,7,0,52.93000000000001,9.2
-7.5,60,5.6,0.0,872.5,11,12,1,-42.0,19.7
-10.4,57,4.8,0.0,877.0,2,15,1,-49.92,11.2
-22.9,88,1.9,0.0,869.2,2,4,1,-43.51,51.2
-22.8,80,5.8,0.0,881.4,2,9,1,-132.24,18.9
1.4,29,4.9,0.0,871.2,10,3,0,6.86,9.8
-2.8,44,8.6,0.0,879.5,10,6,0,-24.08,3.1
-10.0,75,7.2,0.0,876.7,11,17,1,-72.0,8.9
7.3,53,10.2,0.0,869.0,6,9,0,74.46,3.3
-23.2,92,0.6,0.0,878.8,2,7,1,-13.92,40.0
10.6,52,13.7,0.0,874.5,9,11,0,145.22,3.9
3.1,75,4.7,0.0,877.6,10,17,0,14.57,11.6
-3.5,77,6.1,0.0,865.9,11,22,1,-21.349999999999998,28.9
-11.3,76,4.0,0.0,864.1,11,8,1,-45.2,32.8
-10.0,68,7.7,0.0,873.6,2,12,1,-77.0,14.9
-22.3,88,4.3,0.0,885.3,1,19,1,-95.89,19.5
13.9,49,17.1,0.0,863.8,9,17,0,237.69000000000003,3.6
-15.6,85,2.2,0.1,877.8,1,6,1,-34.32,60.1
-18.1,51,7.4,0.0,876.9,12,17,1,-133.94000000000003,7.7
16.0,48,16.2,0.0,868.4,6,15,0,259.2,4.8
9.1,93,6.7,0.0,868.5,8,4,0,60.97,3.3
16.2,69,8.6,0.0,862.0,7,4,0,139.32,9.8
-18.4,86,1.2,0.0,869.8,12,7,1,-22.08,80.1
16.1,50,4.7,0.0,866.5,8,20,0,75.67000000000002,3.0
-15.5,73,5.7,0.1,872.3,1,7,1,-88.35000000000001,17.6
-6.9,73,9.1,0.0,865.2,11,8,1,-62.79,40.4
10.7,33,17.9,0.1,867.5,4,13,0,191.52999999999997,6.2
-1.4,63,10.5,0.0,869.1,11,9,1,-14.7,22.1
-11.7,44,4.5,0.0,872.4,2,20,1,-52.65,39.1
11.1,36,3.2,0.0,878.4,10,11,0,35.52,10.9
10.5,40,5.6,0.0,875.4,9,0,0,58.8,8.1
23.7,46,10.0,0.0,873.3,8,17,0,237.0,6.5
-13.7,62,1.6,0.0,886.4,10,9,0,-21.92,71.2
7.9,93,6.1,0.0,871.0,8,4,0,48.19,11.9
8.5,72,4.3,0.0,871.6,5,8,0,36.55,6.0
0.0,68,1.5,0.0,863.7,11,12,1,0.0,35.6
17.0,75,3.2,0.0,871.0,8,10,0,54.400000000000006,4.8
-24.4,78,2.1,0.0,872.3,12,3,1,-51.24,68.9
25.1,26,3.5,0.0,874.3,6,12,0,87.85000000000001,12.5
-2.2,53,9.5,0.0,859.1,2,20,1,-20.900000000000002,31.4
-5.5,46,5.5,0.0,878.1,10,5,0,-30.25,24.4
17.2,33,5.2,0.0,868.6,6,23,0,89.44,13.2
16.6,96,1.8,0.0,866.0,7,2,0,29.880000000000003,16.6
-18.2,67,3.7,0.0,877.3,2,11,1,-67.34,24.6
21.1,64,12.8,0.0,868.7,7,18,0,270.08000000000004,3.6
20.0,13,14.3,0.0,875.7,5,12,0,286.0,15.6
13.1,88,1.8,0.0,868.0,8,1,0,23.58,10.7
3.9,58,8.7,0.0,870.2,5,1,0,33.93,19.0
-14.4,67,2.3,0.0,876.0,11,3,1,-33.12,46.7
13.7,90,3.6,0.0,866.8,7,3,0,49.32,18.6
-17.4,63,6.9,0.0,872.1,3,10,1,-120.06,44.7
-2.1,71,6.5,0.0,859.5,4,23,0,-13.65,21.5
-1.6,58,4.9,0.0,870.7,4,23,0,-7.840000000000001,19.6
16.6,20,9.3,0.0,862.1,5,20,0,154.38000000000002,5.6
8.4,95,4.7,0.0,868.4,8,5,0,39.480000000000004,3.1
10.6,68,16.5,0.0,870.2,6,8,0,174.9,4.4
-10.4,64,0.8,0.0,874.1,2,11,1,-8.32,40.2
8.2,64,10.8,0.0,870.9,9,10,0,88.56,1.4
8.0,84,7.6,0.0,868.9,6,5,0,60.8,8.5
-8.4,83,11.2,0.1,883.7,10,20,0,-94.08,6.1
13.1,85,7.2,0.0,864.6,6,1,0,94.32,10.9
-28.9,78,1.6,0.0,875.9,2,6,1,-46.24,40.9
15.6,90,6.9,0.0,866.2,8,2,0,107.64,6.0
-0.1,41,7.3,0.0,876.2,4,9,0,-0.73,10.2
10.0,76,1.8,0.0,878.7,9,10,0,18.0,12.0
31.2,22,7.1,0.0,875.6,7,16,0,221.51999999999998,4.8
-13.9,78,2.9,0.1,872.7,12,20,1,-40.31,72.6
11.6,54,8.3,0.0,863.4,5,6,0,96.28,14.7
-15.0,87,2.7,0.0,874.6,1,20,1,-40.5,63.3
-17.4,39,1.1,0.0,871.2,1,7,1,-19.14,63.3
6.9,33,5.4,0.0,860.1,5,2,0,37.260000000000005,26.0
-15.6,67,6.2,0.0,875.5,2,23,1,-96.72,59.1
-1.3,57,14.4,0.0,859.2,11,15,1,-18.720000000000002,6.7
9.4,80,4.9,0.0,865.7,9,20,0,46.06,17.5
-6.1,68,9.3,0.0,874.6,3,16,1,-56.730000000000004,12.0
-0.8,52,3.6,0.0,878.6,10,17,0,-2.8800000000000003,6.6
-20.9,89,1.5,0.0,871.1,1,22,1,-31.349999999999998,28.6
11.2,66,15.5,0.0,873.7,5,0,0,173.6,20.2
-5.3,76,18.6,0.0,860.7,11,19,1,-98.58,12.4
-30.9,58,9.8,0.0,879.6,11,21,1,-302.82,4.1
11.7,25,7.1,0.0,859.1,5,21,0,83.07,7.8
14.5,49,15.3,0.1,874.7,8,15,0,221.85000000000002,3.0
12.6,91,5.0,0.0,865.9,7,6,0,63.0,16.6
-14.3,77,3.1,0.0,868.3,1,17,1,-44.330000000000005,29.0
-3.2,51,0.9,0.0,876.1,11,18,1,-2.8800000000000003,21.6
22.0,54,8.9,0.1,868.5,8,13,0,195.8,6.4
-9.7,78,5.0,0.0,852.5,12,10,1,-48.5,78.5
20.2,44,21.0,0.0,867.0,6,18,0,424.2,5.7
8.4,13,19.5,0.0,861.6,3,16,1,163.8,8.4
21.0,49,5.5,0.0,874.5,7,22,0,115.5,15.0
3.2,31,10.3,0.0,868.6,3,12,1,32.96,10.6
12.5,35,8.5,0.0,848.9,5,21,0,106.25,12.7
15.8,66,11.2,0.1,861.4,8,14,0,176.96,3.1
-8.2,54,6.0,0.0,873.3,4,2,0,-49.199999999999996,10.8
-5.2,53,4.3,0.0,868.0,3,5,1,-22.36,20.0
18.8,73,6.3,0.0,868.2,7,8,0,118.44,4.8
2.8,35,15.1,0.0,872.0,3,16,1,42.279999999999994,4.9
-3.8,79,6.5,0.0,868.5,4,23,0,-24.7,12.6
5.3,48,11.8,0.0,866.1,3,18,1,62.54,8.6
8.5,34,11.4,0.0,868.6,11,15,1,96.9,3.5
17.4,80,6.2,0.0,867.2,8,21,0,107.88,4.1
-14.4,92,7.9,0.0,867.9,1,0,1,-113.76,22.2
-13.5,87,4.6,0.0,868.8,12,10,1,-62.099999999999994,66.4
-29.9,83,3.1,0.0,864.5,2,0,1,-92.69,73.8
-25.3,70,8.7,0.0,885.8,12,14,1,-220.10999999999999,15.1
10.3,53,7.9,0.0,867.8,6,5,0,81.37,7.0
7.5,49,5.4,0.0,874.8,5,14,0,40.5,19.0
-12.7,87,2.4,0.0,862.2,11,3,1,-30.479999999999997,5.6
20.2,50,4.3,0.0,862.5,6,8,0,86.86,25.5
8.4,81,4.4,0.0,869.0,6,6,0,36.96000000000001,9.7
-17.7,88,3.6,0.0,868.5,12,6,1,-63.72,28.1
11.7,42,17.8,0.0,864.1,6,17,0,208.26,3.1
-8.9,49,4.2,0.0,876.1,4,1,0,-37.38,14.7
7.0,44,3.2,0.0,866.7,5,8,0,22.400000000000002,6.0
-23.2,67,3.1,0.0,871.0,12,18,1,-71.92,73.8
-7.1,59,3.2,0.0,868.1,11,20,1,-22.72,61.2
19.0,29,3.8,0.0,869.2,6,22,0,72.2,8.9
-18.2,88,4.7,0.0,869.9,1,7,1,-85.54,32.7
11.9,98,2.2,0.0,864.7,7,6,0,26.180000000000003,34.3
13.9,87,4.3,0.0,867.5,8,0,0,59.769999999999996,12.7
9.0,92,10.9,0.0,871.4,8,6,0,98.10000000000001,11.3
5.9,20,9.6,0.0,867.2,10,18,0,56.64,12.4
1.5,46,2.6,0.0,865.8,4,6,0,3.9000000000000004,12.3
-21.3,66,3.6,0.0,880.7,11,1,1,-76.68,10.9
-13.2,58,2.4,0.0,875.7,12,12,1,-31.679999999999996,37.7
-7.9,36,1.8,0.0,877.6,3,9,1,-14.22,43.9
25.0,33,8.9,0.0,873.6,8,17,0,222.5,3.2
-29.6,69,13.8,0.0,870.5,1,8,1,-408.48,3.2
-4.3,28,5.9,0.0,872.4,3,9,1,-25.37,3.8
-22.8,83,2.5,0.0,877.9,12,1,1,-57.0,40.3
-9.6,56,16.9,0.0,873.4,2,14,1,-162.23999999999998,4.7
-4.8,54,5.1,0.0,868.3,3,4,1,-24.479999999999997,21.8
25.9,57,9.0,0.0,870.5,7,20,0,233.1,8.2
4.8,56,7.0,0.0,869.4,4,20,0,33.6,10.7
-17.5,73,7.9,0.0,870.5,2,8,1,-138.25,39.5
13.3,72,6.1,0.0,859.4,6,5,0,81.13,19.4
18.8,19,17.4,0.0,863.0,4,14,0,327.12,7.0
-5.6,24,10.5,0.0,868.9,3,21,1,-58.8,16.9
17.3,87,6.2,0.0,870.8,8,21,0,107.26,15.2
-21.1,80,5.8,0.0,868.9,2,1,1,-122.38000000000001,76.1
29.5,20,11.2,0.0,866.3,7,17,0,330.4,7.7
-21.3,87,5.1,0.0,868.5,11,0,1,-108.63,20.7
20.1,30,21.4,0.0,861.5,10,18,0,430.14,4.7
11.7,53,8.4,0.0,874.0,9,21,0,98.28,14.7
1.2,74,4.5,0.0,872.9,10,8,0,5.3999999999999995,24.7
-14.6,80,3.4,0.0,871.0,3,2,1,-49.64,27.1
-4.9,64,3.5,0.0,869.2,11,1,1,-17.150000000000002,59.8
-20.2,69,3.1,0.0,866.8,12,20,1,-62.62,74.7
-0.3,34,6.7,0.0,849.5,4,4,0,-2.01,11.6
-0.9,58,18.4,0.1,868.3,11,14,1,-16.56,2.5
-30.2,72,1.9,0.0,878.3,2,9,1,-57.379999999999995,40.7
16.5,48,9.8,0.0,865.7,6,8,0,161.70000000000002,10.2
0.3,63,6.9,0.0,872.4,10,14,0,2.07,6.1
17.5,48,8.9,0.0,878.8,9,13,0,155.75,2.7
1.2,95,4.3,0.0,872.2,5,6,0,5.159999999999999,23.5
-15.6,63,7.7,0.0,884.3,2,15,1,-120.12,8.1
0.1,61,8.6,0.0,864.8,4,0,0,0.86,25.1
23.7,21,11.4,0.0,871.3,6,13,0,270.18,5.6
1.9,58,9.7,0.0,870.2,10,16,0,18.429999999999996,3.2
13.2,38,3.1,0.0,874.2,4,19,0,40.92,5.6
19.0,54,15.3,0.0,872.5,8,14,0,290.7,4.9
3.2,28,3.6,0.0,870.8,4,9,0,11.520000000000001,3.5
-9.7,72,7.1,0.0,869.1,2,2,1,-68.86999999999999,26.8
-12.2,59,6.8,0.0,875.3,11,5,1,-82.96,33.5
5.6,54,11.6,0.0,868.7,5,7,0,64.96,14.3
24.6,48,15.8,0.0,869.4,7,15,0,388.68000000000006,6.3
-11.4,81,5.1,0.0,876.5,2,16,1,-58.14,12.8
-22.5,75,1.8,0.0,883.4,1,10,1,-40.5,57.5
-7.6,68,6.5,0.0,871.0,3,16,1,-49.4,4.3
25.4,46,6.2,0.0,871.1,8,18,0,157.48,5.3
5.2,35,8.7,0.0,870.4,3,18,1,45.239999999999995,3.4
-22.3,86,0.6,0.0,872.6,1,9,1,-13.38,53.7
16.6,78,6.6,0.0,869.3,7,9,0,109.56,7.4
12.4,44,9.9,0.0,861.2,9,9,0,122.76,8.3
6.4,28,3.3,0.0,867.7,5,22,0,21.12,9.4
12.1,68,4.2,0.0,872.4,8,21,0,50.82,11.0
15.1,90,0.5,0.0,865.1,8,3,0,7.55,33.8
24.3,40,10.8,0.0,864.0,7,18,0,262.44,8.7
13.4,76,6.3,0.0,864.8,8,1,0,84.42,6.4
-27.4,61,12.9,0.0,869.1,12,18,1,-353.46,3.2
-3.7,67,5.2,0.0,875.1,10,5,0,-19.240000000000002,21.4
0.7,69,14.9,0.0,875.4,4,4,0,10.43,7.1
-11.1,77,5.1,0.0,870.5,3,9,1,-56.60999999999999,20.3
-2.5,60,6.2,0.0,859.3,4,3,0,-15.5,9.3
18.5,54,6.3,0.0,866.8,7,22,0,116.55,9.6
25.4,43,11.7,0.0,863.7,7,19,0,297.17999999999995,7.5
-10.3,72,10.8,0.0,874.3,3,0,1,-111.24000000000001,7.1
-18.3,53,16.0,0.0,880.2,11,14,1,-292.8,4.1
16.2,17,12.5,0.0,875.3,4,16,0,202.5,3.3
-11.8,83,3.2,0.0,876.7,11,5,1,-37.760000000000005,28.5
-33.2,79,1.3,0.0,873.2,1,21,1,-43.160000000000004,62.6
-8.7,53,5.8,0.0,872.4,4,5,0,-50.459999999999994,13.6
7.0,92,6.2,0.0,869.3,9,21,0,43.4,5.1
13.9,49,3.0,0.0,862.3,5,7,0,41.7,22.2
7.9,91,4.3,0.0,870.3,7,6,0,33.97,3.9
